Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
52.000000,0.402559,-2.156206,63.095226,1.212658,37.536677,-83.576331,-91.345566,-0.346123,-6.774545,77.858670,-24.181385,-8.394222,-90.010050,-15.281545,-1.592544,79.987144,-27.551653,6.900063,0.586536,3.068380,29.793802,-60.663662,18.629917,-47.292023,63.385050,7.725956,7.051622,9.991644,-60.403040,-23.505896,30.458600,75.176200,-14.504371,-2.829077,-12.942275
